conectado|voltagem|temperatura|ruido|ativacao
0|28000|74000|-67000|0
1000|41000|-40000|-15000|0
0|33000|39000|-11000|0
0|36000|211000|-54000|0
0|31000|379000|80000|0
0|39000|-39000|-88000|0
1000|44000|-29000|-24000|0
1000|36000|447000|-56000|1
0|38000|495000|63000|0
1000|40000|21000|86000|1
0|25000|178000|-98000|0
0|32000|514000|-96000|0
1000|34000|468000|6000|0
0|45000|89000|90000|0
1000|41000|211000|59000|1
0|32000|-92000|81000|0
1000|31000|234000|-11000|1
0|43000|531000|54000|0
0|27000|573000|99000|0
1000|45000|-85000|-51000|0
1000|34000|62000|98000|1
0|30000|521000|31000|0
1000|28000|573000|-28000|0
0|42000|49000|25000|0
0|37000|533000|44000|0
0|36000|565000|56000|0
0|44000|464000|88000|0
1000|44000|512000|43000|0
1000|32000|428000|80000|1
0|31000|399000|78000|0
0|39000|-74000|24000|0
1000|29000|172000|42000|1
1000|42000|546000|-9000|0
1000|27000|-46000|-26000|0
0|40000|100000|-35000|0
1000|29000|-94000|-27000|0
1000|33000|385000|-86000|1
1000|43000|516000|67000|0
1000|44000|-77000|-7000|0
1000|45000|8000|88000|0
0|35000|306000|-34000|0
1000|38000|485000|15000|0
1000|39000|589000|-71000|0
0|25000|439000|52000|0
1000|25000|221000|66000|1
1000|39000|373000|67000|1
0|30000|264000|0|0
1000|29000|482000|50000|0
1000|43000|134000|54000|0
1000|25000|423000|54000|1
1000|39000|-29000|19000|0
1000|26000|165000|68000|1
0|27000|280000|-35000|0
1000|32000|463000|92000|0
1000|35000|155000|-17000|1
0|29000|452000|96000|0
0|35000|441000|7000|0
0|30000|191000|-33000|0
0|44000|406000|76000|0
1000|35000|377000|-36000|1
1000|25000|469000|34000|0
1000|40000|385000|-50000|1
0|40000|452000|76000|0
1000|29000|127000|-85000|1
0|41000|367000|97000|0
0|29000|104000|-39000|0
0|42000|243000|-40000|0
0|39000|237000|32000|0
1000|35000|321000|-38000|1
0|38000|27000|-91000|0
1000|33000|119000|88000|1
1000|27000|411000|17000|1
0|40000|112000|-67000|0
1000|28000|473000|93000|0
1000|25000|492000|-37000|0
1000|44000|456000|-88000|0
1000|33000|462000|27000|0
0|27000|423000|-17000|0
0|31000|138000|82000|0
0|36000|336000|98000|0
0|42000|503000|22000|0
0|29000|406000|-11000|0
0|27000|270000|0|0
0|27000|207000|-72000|0
1000|33000|561000|11000|0
1000|36000|515000|100000|0
0|32000|240000|-79000|0
0|29000|446000|-33000|0
0|35000|580000|76000|0
0|26000|284000|-57000|0
1000|30000|218000|45000|1
0|28000|114000|-9000|0
0|43000|578000|-20000|0
1000|33000|489000|0|0
1000|45000|339000|37000|0
1000|40000|270000|40000|1
1000|28000|371000|27000|1
0|28000|262000|77000|0
1000|45000|447000|-5000|0
1000|45000|440000|75000|0
0|30000|345000|16000|0
0|44000|487000|1000|0
1000|29000|8000|-31000|1
0|36000|470000|94000|0
1000|33000|156000|-24000|1
0|32000|36000|-30000|0
1000|41000|94000|57000|1
1000|34000|441000|-14000|1
0|39000|75000|92000|0
1000|40000|122000|-89000|1
1000|45000|464000|-96000|0
1000|33000|221000|-18000|1
1000|38000|12000|14000|1
0|36000|130000|-82000|0
1000|43000|577000|57000|0
1000|35000|-30000|44000|0
0|42000|186000|-100000|0
0|33000|-96000|69000|0
1000|34000|46000|-57000|1
1000|37000|102000|-54000|1
1000|27000|-88000|6000|0
1000|43000|260000|-12000|0
0|28000|258000|-70000|0
0|44000|130000|31000|0
1000|38000|244000|35000|1
0|38000|-55000|-15000|0
1000|38000|428000|11000|1
0|27000|-12000|18000|0
0|43000|68000|-12000|0
0|42000|93000|-22000|0
1000|31000|453000|99000|0
1000|42000|-19000|29000|0
0|37000|-46000|-19000|0
1000|44000|197000|-1000|0
0|43000|235000|-80000|0
0|43000|60000|30000|0
1000|25000|238000|-1000|1
1000|41000|440000|-23000|1
0|36000|418000|84000|0
1000|27000|-15000|-21000|0
0|29000|509000|12000|0
0|41000|103000|89000|0
1000|25000|-55000|-51000|0
1000|35000|41000|-66000|1
1000|36000|237000|96000|1
1000|42000|214000|42000|1
0|25000|598000|-71000|0
1000|38000|514000|2000|0
0|39000|-51000|-94000|0
0|38000|-92000|-87000|0
0|33000|425000|-29000|0
1000|32000|535000|-97000|0
1000|30000|352000|7000|1
0|38000|10000|-91000|0
0|31000|6000|87000|0
0|37000|29000|28000|0
0|43000|78000|-42000|0
0|44000|429000|-100000|0
1000|32000|77000|-86000|1
0|40000|447000|-56000|0
1000|40000|163000|68000|1
0|42000|92000|-24000|0
1000|28000|567000|22000|0
1000|41000|462000|48000|0
0|36000|213000|84000|0
1000|43000|154000|-37000|0
0|42000|30000|-84000|0
1000|34000|532000|-85000|0
0|39000|-60000|55000|0
1000|31000|596000|15000|0
1000|38000|539000|-38000|0
0|26000|364000|-42000|0
1000|41000|224000|61000|1
0|45000|550000|-11000|0
1000|27000|600000|-57000|0
1000|33000|357000|77000|1
1000|25000|516000|-48000|0
1000|35000|-3000|69000|0
1000|36000|494000|-99000|0
1000|27000|150000|61000|1
1000|37000|227000|-6000|1
1000|43000|-89000|72000|0
0|32000|134000|-18000|0
0|31000|339000|87000|0
0|42000|442000|67000|0
1000|41000|314000|26000|1
1000|32000|472000|-28000|0
1000|40000|298000|62000|1
1000|34000|181000|94000|1
0|27000|598000|59000|0
0|36000|260000|-28000|0
0|28000|373000|-64000|0
0|35000|17000|-71000|0
0|28000|407000|-85000|0
0|32000|328000|-98000|0
1000|39000|289000|-11000|1
1000|38000|-12000|-74000|0
0|35000|522000|-76000|0
0|33000|22000|-94000|0
0|43000|35000|86000|0
1000|41000|144000|91000|1
1000|39000|441000|-73000|1
1000|37000|554000|-54000|0
1000|30000|318000|-26000|1
1000|26000|321000|30000|1
1000|26000|534000|-93000|0
1000|27000|407000|-72000|1
1000|37000|128000|37000|1
0|35000|311000|-15000|0
1000|28000|-17000|88000|0
0|25000|258000|61000|0
0|34000|-79000|48000|0
1000|43000|79000|43000|0
0|27000|-95000|85000|0
0|45000|-2000|-99000|0
0|30000|588000|-26000|0
1000|32000|-45000|33000|0
1000|27000|32000|-90000|1
0|42000|292000|-30000|0
1000|25000|150000|41000|1
1000|26000|161000|74000|1
0|25000|323000|-48000|0
1000|32000|-9000|50000|0
1000|38000|-24000|-8000|0
0|41000|387000|-57000|0
0|26000|145000|42000|0
0|25000|482000|29000|0
1000|27000|541000|91000|0
0|36000|390000|-50000|0
0|42000|-68000|-91000|0
0|28000|55000|-2000|0
0|32000|549000|75000|0
0|37000|-38000|98000|0
0|30000|383000|-2000|0
1000|35000|250000|18000|1
1000|39000|402000|3000|1
0|41000|-95000|-23000|0
0|45000|332000|-40000|0
0|25000|83000|-10000|0
1000|44000|501000|58000|0
1000|31000|39000|61000|1
1000|33000|600000|76000|0
0|28000|252000|10000|0
1000|34000|208000|50000|1
1000|42000|458000|-74000|0
0|35000|459000|44000|0
0|42000|313000|-96000|0
0|43000|432000|-93000|0
1000|26000|407000|72000|1
1000|41000|103000|40000|1
1000|42000|346000|15000|1
0|40000|577000|32000|0
1000|41000|506000|-4000|0
1000|45000|37000|57000|0
1000|25000|497000|95000|0
1000|34000|203000|-26000|1
0|42000|377000|-72000|0
0|31000|-60000|91000|0
1000|37000|248000|-29000|1
0|45000|321000|-42000|0
0|25000|597000|-99000|0
0|36000|-10000|87000|0
0|38000|335000|-94000|0
1000|36000|534000|56000|0
1000|25000|535000|54000|0
0|35000|324000|53000|0
0|37000|331000|78000|0
1000|28000|4000|-98000|1
0|40000|150000|-13000|0
1000|32000|466000|-56000|0
1000|35000|386000|-57000|1
1000|36000|-24000|-86000|0
1000|34000|432000|43000|1
0|38000|311000|52000|0
0|43000|179000|-68000|0
0|34000|327000|-95000|0
1000|44000|473000|-79000|0
0|44000|160000|96000|0
0|32000|341000|77000|0
0|41000|132000|13000|0
1000|39000|109000|-60000|1
0|29000|75000|-43000|0
1000|34000|79000|-24000|1
1000|31000|190000|-54000|1
0|27000|568000|-8000|0
1000|39000|324000|-40000|1
1000|26000|512000|-81000|0
0|30000|275000|-17000|0
1000|39000|125000|-39000|1
1000|25000|527000|-9000|0
1000|44000|579000|89000|0
1000|34000|-33000|-1000|0
0|29000|-40000|-93000|0
1000|38000|18000|-47000|1
1000|27000|-46000|97000|0
1000|38000|82000|73000|1
0|34000|565000|-99000|0
0|35000|269000|50000|0
0|27000|398000|90000|0
1000|31000|521000|9000|0
0|30000|571000|5000|0
1000|36000|483000|-65000|0
0|36000|123000|3000|0
0|39000|599000|17000|0
1000|45000|596000|-25000|0
0|25000|222000|26000|0
0|35000|-76000|48000|0
0|35000|598000|64000|0
1000|44000|166000|-48000|0
1000|32000|331000|79000|1
1000|26000|433000|-53000|1
1000|40000|500000|51000|0
0|31000|-63000|87000|0
0|26000|435000|91000|0
0|26000|271000|44000|0
1000|30000|102000|94000|1
0|32000|182000|-66000|0
0|38000|454000|16000|0
0|28000|345000|-23000|0
0|42000|181000|-26000|0
0|25000|50000|67000|0
0|36000|573000|85000|0
1000|25000|59000|20000|1
1000|30000|408000|-3000|1
0|27000|75000|37000|0
0|37000|372000|74000|0
0|32000|591000|-17000|0
1000|43000|365000|-75000|0
0|45000|547000|84000|0
0|27000|44000|51000|0
1000|42000|61000|70000|1
1000|42000|-18000|42000|0
1000|37000|216000|75000|1
0|28000|594000|-49000|0
0|27000|231000|-47000|0
0|41000|343000|44000|0
1000|40000|380000|-61000|1
0|38000|515000|45000|0
1000|38000|313000|39000|1
1000|42000|220000|-94000|1
1000|41000|386000|77000|1
1000|38000|-95000|-2000|0
0|44000|153000|-63000|0
1000|45000|-7000|-63000|0
1000|41000|246000|75000|1
0|35000|476000|-53000|0
1000|34000|344000|5000|1
1000|29000|-38000|-94000|0
1000|41000|246000|-19000|1
1000|35000|80000|53000|1
0|29000|10000|37000|0
0|38000|364000|-2000|0
0|40000|356000|-28000|0
1000|45000|166000|-16000|0
0|40000|194000|62000|0
1000|37000|-32000|88000|0
1000|26000|115000|-87000|1
0|41000|385000|48000|0
1000|37000|219000|-60000|1
1000|41000|413000|38000|1
1000|31000|-48000|77000|0
0|30000|477000|-67000|0
1000|25000|161000|-75000|1
1000|45000|458000|73000|0
1000|39000|364000|-29000|1
0|32000|468000|40000|0
0|40000|118000|44000|0
0|43000|457000|-90000|0
1000|41000|388000|77000|1
1000|36000|580000|51000|0
1000|33000|293000|-11000|1
0|32000|-97000|-14000|0
0|38000|475000|33000|0
0|25000|219000|30000|0
0|28000|388000|57000|0
0|30000|511000|-41000|0
0|34000|420000|64000|0
0|34000|63000|-61000|0
0|43000|491000|-32000|0
1000|41000|28000|31000|1
0|25000|227000|-27000|0
0|32000|24000|-86000|0
1000|32000|48000|100000|1
1000|39000|70000|4000|1
1000|30000|395000|37000|1
1000|41000|-33000|91000|0
1000|29000|391000|-18000|1
0|30000|220000|-80000|0
1000|37000|140000|-57000|1
0|36000|103000|-29000|0
1000|42000|186000|-50000|1
1000|38000|274000|43000|1
1000|30000|551000|99000|0
1000|42000|525000|-91000|0
0|27000|-70000|26000|0
1000|25000|142000|-4000|1
0|33000|523000|8000|0
1000|36000|-32000|-8000|0
1000|26000|375000|-58000|1
1000|40000|593000|66000|0
0|25000|576000|-57000|0
1000|43000|-8000|62000|0
1000|25000|190000|96000|1
0|39000|240000|83000|0
0|37000|-64000|71000|0
0|29000|307000|61000|0
0|33000|195000|3000|0
0|43000|-18000|-72000|0
0|39000|138000|-37000|0
1000|39000|564000|4000|0
1000|34000|286000|97000|1
1000|40000|560000|-47000|0
0|28000|55000|-64000|0
0|43000|306000|-72000|0
1000|38000|164000|-44000|1
1000|37000|595000|81000|0
1000|41000|527000|-48000|0
1000|33000|23000|95000|1
0|26000|589000|21000|0
1000|31000|381000|-60000|1
1000|43000|29000|-9000|0
1000|44000|-6000|34000|0
1000|36000|-4000|-9000|0
1000|35000|295000|-74000|1
0|38000|500000|-11000|0
1000|34000|-7000|-7000|0
1000|38000|-96000|65000|0
0|26000|199000|59000|0
1000|35000|212000|-78000|1
1000|35000|270000|81000|1
1000|31000|37000|-75000|1
1000|33000|358000|-23000|1
1000|35000|234000|-88000|1
1000|40000|477000|12000|0
1000|26000|92000|49000|1
0|44000|1000|73000|0
1000|39000|121000|-22000|1
1000|33000|206000|-9000|1
0|32000|534000|-33000|0
0|44000|573000|-46000|0
0|41000|137000|-40000|0
1000|38000|300000|-9000|1
0|38000|555000|-61000|0
1000|35000|465000|9000|0
1000|35000|124000|41000|1
0|29000|87000|-55000|0
1000|33000|10000|97000|1
0|35000|137000|69000|0
1000|30000|273000|59000|1
1000|40000|242000|-41000|1
0|26000|143000|-55000|0
0|36000|-68000|-79000|0
1000|32000|470000|-77000|0
1000|39000|497000|-85000|0
0|30000|107000|26000|0
1000|29000|262000|62000|1
1000|27000|434000|60000|1
1000|38000|440000|4000|1
1000|27000|409000|-60000|1
1000|38000|354000|94000|1
0|33000|72000|-13000|0
0|45000|169000|52000|0
0|28000|549000|26000|0
1000|41000|566000|70000|0
0|38000|314000|95000|0
0|45000|377000|-16000|0
0|31000|459000|85000|0
1000|31000|153000|-40000|1
0|31000|414000|-56000|0
1000|42000|103000|20000|1
0|29000|28000|25000|0
0|36000|243000|-59000|0
0|41000|-29000|-89000|0
1000|37000|463000|1000|0
0|42000|-31000|74000|0
0|35000|-29000|-33000|0
1000|35000|300000|84000|1
0|36000|141000|92000|0
1000|42000|264000|-44000|1
1000|44000|430000|87000|0
1000|43000|425000|-23000|0
0|29000|442000|37000|0
1000|35000|473000|18000|0
0|40000|541000|59000|0
1000|35000|566000|65000|0
0|27000|458000|-67000|0
1000|36000|17000|17000|1
1000|33000|390000|-92000|1
1000|33000|401000|65000|1
1000|31000|207000|50000|1
0|39000|86000|-62000|0
1000|35000|248000|-28000|1
0|37000|134000|80000|0
1000|27000|535000|24000|0
0|43000|276000|54000|0
1000|43000|405000|-34000|0
0|39000|239000|-79000|0
1000|40000|564000|-72000|0
0|34000|-57000|-69000|0
1000|44000|-32000|95000|0
1000|33000|-69000|89000|0
1000|42000|499000|26000|0
0|34000|67000|27000|0
0|34000|-62000|-7000|0
0|33000|225000|47000|0
0|26000|-45000|43000|0
0|34000|223000|16000|0
1000|43000|438000|76000|0
0|44000|331000|-52000|0
0|28000|155000|79000|0
0|29000|88000|-18000|0
1000|33000|129000|99000|1
0|30000|48000|-30000|0
0|40000|139000|54000|0
1000|29000|240000|39000|1
0|27000|581000|-27000|0
0|29000|-83000|40000|0
0|39000|271000|6000|0
1000|26000|216000|-50000|1
1000|42000|395000|-37000|1
1000|29000|-76000|35000|0
0|41000|243000|72000|0
0|39000|99000|-95000|0
1000|38000|537000|-83000|0
1000|40000|505000|4000|0
1000|45000|474000|-40000|0
0|42000|-100000|3000|0
1000|36000|510000|36000|0
0|28000|234000|84000|0
1000|26000|254000|-80000|1
1000|26000|-94000|-1000|0
0|29000|381000|-15000|0
1000|26000|-34000|-76000|0
1000|31000|295000|85000|1
0|42000|397000|-11000|0
1000|33000|524000|6000|0
0|45000|88000|-45000|0
1000|35000|194000|98000|1
0|39000|409000|26000|0
1000|27000|355000|93000|1
0|38000|153000|-42000|0
1000|33000|478000|-56000|0
0|39000|500000|-46000|0
1000|44000|529000|58000|0
1000|25000|-17000|-50000|0
0|27000|418000|-48000|0
0|37000|184000|-89000|0
0|31000|557000|20000|0
0|29000|146000|-81000|0
0|30000|205000|72000|0
1000|36000|13000|-60000|1
1000|32000|177000|56000|1
0|34000|217000|88000|0
1000|41000|402000|6000|1
0|28000|299000|-51000|0
1000|40000|269000|-32000|1
0|45000|363000|-37000|0
1000|39000|398000|93000|1
0|43000|41000|33000|0
1000|26000|151000|-39000|1
0|37000|40000|-35000|0
0|32000|44000|-49000|0
0|28000|544000|71000|0
0|40000|-90000|55000|0
0|31000|381000|-68000|0
0|40000|418000|56000|0
1000|31000|87000|-8000|1
1000|28000|294000|-36000|1
1000|31000|-53000|38000|0
0|25000|403000|-60000|0
0|28000|-93000|-21000|0
1000|33000|-56000|31000|0
1000|38000|477000|48000|0
1000|42000|222000|61000|1
0|41000|344000|-39000|0
0|41000|119000|-33000|0
1000|35000|222000|55000|1
1000|36000|332000|-64000|1
1000|44000|7000|-86000|0
1000|33000|408000|-99000|1
0|34000|416000|100000|0
0|31000|494000|-78000|0
0|44000|565000|-18000|0
0|29000|141000|-55000|0
0|28000|365000|72000|0
1000|34000|302000|58000|1
1000|44000|124000|-83000|0
1000|25000|318000|-65000|1
1000|28000|293000|29000|1
0|43000|-99000|2000|0
1000|34000|-69000|-31000|0
1000|30000|398000|-40000|1
0|36000|389000|-51000|0
1000|27000|591000|12000|0
0|42000|-89000|32000|0
1000|43000|530000|59000|0
0|27000|-65000|49000|0
0|25000|229000|26000|0
0|43000|-9000|55000|0
1000|26000|574000|-95000|0
0|27000|-75000|-31000|0
1000|25000|290000|-9000|1
1000|28000|195000|-95000|1
1000|41000|214000|-12000|1
1000|26000|237000|-6000|1
1000|30000|-5000|-31000|0
1000|30000|-41000|-75000|0
0|41000|82000|-48000|0
1000|37000|436000|11000|1
1000|33000|153000|-45000|1
0|30000|429000|-76000|0
1000|25000|553000|4000|0
1000|30000|283000|79000|1
1000|34000|100000|-47000|1
0|30000|568000|61000|0
1000|27000|220000|-1000|1
1000|33000|-100000|13000|0
0|45000|19000|31000|0
1000|39000|251000|67000|1
1000|45000|365000|11000|0
0|42000|333000|22000|0
1000|42000|244000|-19000|1
1000|45000|469000|-35000|0
0|27000|526000|19000|0
0|30000|134000|-96000|0
1000|45000|168000|91000|0
1000|29000|260000|-35000|1
0|38000|224000|93000|0
0|27000|224000|-78000|0
0|33000|80000|-59000|0
1000|42000|388000|79000|1
0|43000|337000|-90000|0
1000|44000|58000|-30000|0
1000|33000|-30000|-38000|0
1000|26000|67000|57000|1
0|36000|328000|-95000|0
1000|35000|40000|-89000|1
0|31000|500000|5000|0
0|26000|-100000|-32000|0
1000|40000|185000|41000|1
0|44000|328000|-57000|0
1000|29000|86000|-96000|1
1000|45000|-47000|-10000|0
1000|42000|-53000|-50000|0
0|40000|599000|-85000|0
0|30000|321000|-35000|0
0|27000|302000|-46000|0
1000|44000|162000|99000|0
0|37000|19000|51000|0
0|41000|96000|9000|0
1000|42000|533000|34000|0
1000|33000|556000|-78000|0
1000|33000|92000|-90000|1
0|26000|409000|38000|0
0|39000|197000|78000|0
0|34000|-77000|-56000|0
1000|34000|533000|48000|0
0|39000|488000|53000|0
1000|25000|-69000|95000|0
1000|31000|572000|-66000|0
0|29000|232000|54000|0
0|38000|173000|76000|0
0|30000|457000|78000|0
0|38000|-3000|-83000|0
0|28000|599000|65000|0
0|25000|554000|75000|0
0|32000|372000|93000|0
0|27000|440000|-95000|0
0|43000|324000|-29000|0
1000|44000|144000|94000|0
0|36000|354000|-24000|0
0|32000|370000|-75000|0
0|36000|369000|-56000|0
0|28000|265000|57000|0
1000|39000|382000|61000|1
0|39000|468000|-95000|0
1000|32000|34000|-91000|1
0|43000|-85000|-99000|0
0|40000|543000|6000|0
1000|26000|411000|92000|1
0|40000|463000|15000|0
0|42000|467000|79000|0
0|35000|552000|-34000|0
1000|28000|144000|34000|1
1000|36000|19000|-88000|1
1000|43000|368000|60000|0
1000|38000|137000|-72000|1
0|33000|201000|90000|0
0|26000|515000|67000|0
1000|39000|505000|97000|0
0|34000|109000|-4000|0
1000|39000|230000|-53000|1
0|43000|109000|8000|0
0|37000|109000|9000|0
0|33000|563000|47000|0
1000|26000|-36000|-39000|0
0|41000|95000|11000|0
1000|43000|2000|-29000|0
0|39000|556000|94000|0
1000|26000|109000|39000|1
0|37000|155000|-28000|0
0|25000|222000|-47000|0
1000|29000|194000|-90000|1
1000|27000|282000|16000|1
1000|32000|42000|-49000|1
1000|25000|-34000|-32000|0
0|28000|524000|-25000|0
0|25000|81000|99000|0
1000|42000|154000|-41000|1
1000|36000|135000|27000|1
0|26000|418000|18000|0
1000|39000|596000|89000|0
0|26000|179000|31000|0
1000|37000|121000|-30000|1
1000|32000|7000|-11000|1
1000|41000|426000|-75000|1
0|27000|463000|-50000|0
1000|25000|96000|53000|1
0|27000|521000|91000|0
1000|30000|131000|37000|1
1000|40000|567000|14000|0
0|45000|362000|-41000|0
1000|43000|420000|-19000|0
0|36000|535000|-91000|0
0|30000|349000|65000|0
1000|27000|221000|-8000|1
1000|40000|226000|21000|1
0|41000|470000|-42000|0
0|44000|-47000|-7000|0
1000|35000|139000|-61000|1
0|25000|101000|-97000|0
0|29000|-85000|-73000|0
1000|30000|534000|-32000|0
0|29000|393000|-40000|0
0|31000|449000|-76000|0
1000|31000|435000|-60000|1
0|36000|95000|65000|0
1000|34000|100000|-64000|1
1000|32000|146000|-7000|1
1000|32000|30000|100000|1
1000|28000|436000|32000|1
0|44000|20000|-56000|0
0|39000|71000|-23000|0
1000|28000|483000|-63000|0
0|34000|498000|-12000|0
1000|45000|265000|27000|0
1000|32000|-96000|27000|0
0|41000|223000|7000|0
0|29000|-5000|-88000|0
0|32000|423000|69000|0
1000|40000|444000|64000|1
0|44000|458000|61000|0
0|42000|196000|-99000|0
0|34000|27000|-12000|0
0|45000|392000|-18000|0
1000|29000|579000|100000|0
1000|38000|573000|48000|0
1000|32000|190000|-93000|1
0|33000|240000|-27000|0
1000|43000|52000|48000|0
0|31000|407000|31000|0
1000|37000|188000|-66000|1
0|35000|102000|3000|0
1000|27000|229000|22000|1
1000|37000|246000|-20000|1
0|41000|147000|-94000|0
0|31000|179000|46000|0
1000|45000|271000|-91000|0
1000|30000|144000|62000|1
1000|39000|473000|35000|0
1000|26000|-94000|86000|0
0|26000|-38000|-11000|0
0|36000|136000|-14000|0
0|44000|222000|-75000|0
1000|43000|-2000|41000|0
0|26000|147000|77000|0
1000|30000|232000|-23000|1
1000|40000|232000|-26000|1
0|33000|503000|38000|0
0|36000|14000|-96000|0
0|37000|16000|-15000|0
0|29000|-93000|86000|0
0|44000|352000|23000|0
0|32000|-24000|89000|0
1000|27000|316000|63000|1
0|38000|12000|-46000|0
1000|31000|467000|-1000|0
1000|34000|132000|26000|1
0|30000|409000|-42000|0
0|27000|177000|23000|0
1000|30000|563000|-76000|0
1000|31000|-56000|66000|0
0|32000|372000|83000|0
0|40000|402000|-71000|0
1000|41000|294000|89000|1
1000|35000|463000|37000|0
0|36000|181000|-88000|0
1000|38000|331000|90000|1
0|45000|496000|-5000|0
0|36000|279000|-26000|0
1000|25000|100000|-75000|1
0|35000|366000|-3000|0
1000|32000|10000|62000|1
1000|31000|117000|76000|1
0|44000|84000|-67000|0
1000|40000|8000|27000|1
0|31000|356000|54000|0
0|25000|371000|23000|0
0|38000|541000|34000|0
1000|30000|204000|-36000|1
1000|35000|569000|1000|0
0|33000|217000|94000|0
1000|30000|370000|-28000|1
0|31000|524000|99000|0
1000|34000|130000|82000|1
0|38000|277000|-80000|0
1000|30000|176000|74000|1
1000|25000|119000|22000|1
1000|25000|72000|53000|1
0|26000|11000|-10000|0
0|28000|95000|4000|0
1000|35000|84000|-94000|1
0|25000|-65000|66000|0
0|30000|368000|43000|0
1000|39000|242000|-98000|1
0|39000|239000|-16000|0
0|38000|134000|14000|0
1000|35000|-86000|-87000|0
0|40000|197000|-69000|0
0|34000|451000|99000|0
0|37000|329000|-36000|0
0|34000|280000|23000|0
0|29000|537000|69000|0
0|37000|0|11000|0
0|37000|191000|-8000|0
0|28000|550000|0|0
0|32000|494000|-18000|0
1000|28000|18000|-66000|1
0|26000|418000|-51000|0
1000|33000|-8000|-21000|0
0|33000|254000|86000|0
1000|28000|198000|-40000|1
1000|31000|317000|43000|1
0|25000|206000|-8000|0
1000|33000|405000|76000|1
0|27000|507000|-3000|0
1000|36000|513000|62000|0
0|41000|22000|13000|0
1000|36000|137000|59000|1
0|39000|385000|-9000|0
1000|34000|68000|-62000|1
1000|43000|256000|-48000|0
1000|43000|200000|-77000|0
0|27000|166000|-67000|0
0|37000|91000|-5000|0
1000|41000|513000|35000|0
1000|32000|-14000|81000|0
1000|40000|295000|-36000|1
1000|32000|-70000|-80000|0
1000|34000|523000|7000|0
0|41000|197000|86000|0
0|27000|435000|92000|0
1000|36000|253000|-53000|1
1000|35000|224000|23000|1
0|39000|13000|26000|0
0|30000|434000|88000|0
0|37000|354000|31000|0
1000|25000|50000|-58000|1
0|26000|165000|-2000|0
1000|37000|11000|14000|1
0|43000|425000|-50000|0
1000|37000|362000|11000|1
1000|36000|-67000|-81000|0
0|33000|-74000|2000|0
0|32000|-50000|13000|0
0|33000|320000|0|0
1000|27000|472000|2000|0
0|32000|227000|-7000|0
0|42000|388000|-75000|0
1000|26000|160000|-64000|1
1000|45000|22000|-100000|0
1000|29000|570000|69000|0
1000|31000|187000|-46000|1
1000|36000|513000|-46000|0
1000|40000|-2000|39000|0
1000|30000|287000|-65000|1
1000|39000|281000|52000|1
1000|45000|44000|3000|0
1000|38000|75000|-64000|1
0|39000|-90000|-13000|0
0|45000|186000|81000|0
1000|37000|593000|26000|0
0|44000|92000|35000|0
1000|33000|242000|-1000|1
0|38000|343000|-6000|0
0|33000|328000|-50000|0
1000|35000|127000|-59000|1
0|43000|254000|45000|0
0|38000|74000|58000|0
1000|39000|570000|-3000|0
1000|30000|421000|73000|1
0|34000|78000|-43000|0
1000|39000|42000|54000|1
0|33000|320000|-86000|0
1000|38000|524000|-20000|0
0|27000|124000|45000|0
1000|31000|-92000|18000|0
1000|38000|40000|-31000|1
1000|43000|252000|55000|0
0|27000|213000|16000|0
0|33000|518000|-22000|0
1000|40000|565000|-85000|0
1000|28000|483000|-21000|0
0|29000|151000|-98000|0
0|34000|533000|52000|0
1000|33000|67000|71000|1
1000|27000|415000|21000|1
1000|43000|486000|-92000|0
0|28000|484000|95000|0
1000|25000|189000|23000|1
1000|40000|227000|-53000|1
1000|27000|191000|-33000|1
1000|26000|3000|-100000|1
0|32000|262000|-3000|0
1000|44000|136000|86000|0
0|27000|251000|79000|0
1000|38000|278000|63000|1
1000|33000|434000|-34000|1
1000|25000|-21000|-13000|0
0|44000|179000|-78000|0
0|38000|375000|-24000|0
0|27000|552000|-9000|0
0|30000|311000|-50000|0
0|27000|285000|47000|0
1000|28000|446000|40000|1
0|44000|462000|2000|0
1000|44000|487000|59000|0
0|41000|268000|-51000|0
0|45000|172000|-69000|0
0|26000|-60000|1000|0
1000|40000|354000|74000|1
1000|42000|-10000|29000|0
0|41000|64000|-4000|0
1000|43000|44000|5000|0
1000|38000|-30000|81000|0
1000|38000|526000|75000|0
1000|26000|487000|9000|0
1000|29000|205000|-78000|1
0|36000|251000|-68000|0
1000|39000|430000|-49000|1
1000|35000|245000|-30000|1
1000|43000|398000|-69000|0
1000|38000|63000|-96000|1
0|44000|204000|8000|0
0|33000|446000|52000|0
0|31000|177000|-86000|0
0|25000|497000|53000|0
1000|45000|-33000|29000|0
1000|27000|441000|62000|1
0|30000|413000|76000|0
0|43000|245000|-77000|0
1000|38000|423000|-71000|1
0|45000|137000|83000|0
0|32000|38000|-26000|0
0|40000|190000|-30000|0
1000|28000|506000|-24000|0
0|36000|-24000|92000|0
0|26000|112000|95000|0
0|43000|493000|64000|0
1000|42000|539000|-87000|0
1000|29000|536000|29000|0
1000|45000|72000|31000|0
0|25000|338000|-23000|0
1000|45000|577000|-44000|0
1000|27000|55000|45000|1
1000|40000|320000|-98000|1
0|32000|331000|67000|0
1000|30000|407000|94000|1
1000|35000|491000|-18000|0
0|36000|472000|-8000|0
0|38000|461000|-15000|0
0|45000|366000|96000|0
0|27000|449000|-36000|0
1000|37000|-6000|65000|0
1000|37000|-84000|-15000|0
1000|45000|8000|-37000|0
1000|30000|483000|-72000|0
0|45000|10000|46000|0
0|44000|371000|-81000|0
